order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,shipping_days,returned,order_value
O2025512,2025-07-02,C1112,small business,returning,north,stockholm,home,furniture,swish,paid search,1,975.74,0.064,3,No,913.29264
O2025514,2025-04-19,C1159,consumer,returning,south,malmo,home,furniture,card,organic,1,946.64,0.04,6,Yes,908.7743999999999
O2025515,2025-05-18,C1156,consumer,new,west,goteborg,sports,outdoor,card,organic,1,117.43,0.039,3,No,112.85023
O2025516,2025-02-26,C1030,small business,returning,north,stockholm,electronics,headphones,swish,organic,1,288.82,0.069,5,No,268.89142
O2025517,2025-12-06,C1040,consumer,returning,east,linkoping,electronics,mobile,swish,paid search,1,301.97,0.054,4,Yes,285.66362000000004
O2025518,2025-11-17,C1073,small business,new,north,vasteras,fashion,shoes,card,paid search,1,102.91,0.097,7,No,92.92773
O2025519,2025-02-14,C1131,small business,returning,north,vasteras,beauty,skincare,swish,affiliate,1,65.14,0.031,3,No,63.12066
O2025520,2025-07-29,C1132,corporate,returning,west,boras,sports,outdoor,card,paid search,1,151.75,0.042,2,No,145.3765
O2025521,2025-02-06,C1188,small business,returning,north,uppsala,sports,team sports,invoice,email,2,73.47,0.159,6,No,123.57654
O2025522,2025-03-24,C1207,consumer,new,north,stockholm,beauty,makeup,swish,organic,1,66.32,0.062,5,No,62.20815999999999
O2025523,2025-09-11,C1196,consumer,vip,west,boras,beauty,fragrance,swish,organic,4,71.94,0.134,7,No,249.20015999999998
O2025524,2025-09-26,C1170,consumer,returning,west,halmstad,electronics,headphones,invoice,paid search,2,189.88,0,1,No,379.76
O2025525,2025-01-25,C1085,small business,returning,west,halmstad,beauty,fragrance,invoice,organic,1,92.93,0.088,4,No,84.75216
O2025526,2025-10-10,C1202,small business,returning,south,helsingborg,electronics,mobile,card,social,1,668.45,0.032,5,No,647.0596
O2025527,2025-05-11,C1011,small business,returning,east,linkoping,home,furniture,card,paid search,1,693.09,0.053,8,No,656.35623
O2025528,2025-12-31,C1199,small business,returning,north,vasteras,electronics,mobile,swish,paid search,1,365.95,0.077,1,No,337.77185000000003
O2025529,2025-09-19,C1134,consumer,returning,south,malmo,beauty,fragrance,paypal,email,1,49.89,0.189,2,Yes,40.460789999999996
O2025530,2025-01-13,C1208,consumer,returning,north,stockholm,beauty,skincare,card,organic,1,54.82,0.087,1,No,50.05066
O2025531,2025-08-07,C1113,small business,returning,south,lund,fashion,sportswear,invoice,social,1,84.93,0.03,2,No,82.38210000000001
O2025532,2025-07-03,C1059,small business,new,south,malmo,sports,cycling,invoice,affiliate,3,617.05,0.182,3,No,1514.2407
O2025533,2025-09-29,C1066,consumer,vip,east,orebro,fashion,sportswear,swish,paid search,1,131.61,0.182,4,Yes,107.65698000000002
O2025534,2025-01-30,C1102,small business,returning,north,vasteras,electronics,laptop,card,direct,1,1373.22,0.064,4,No,1285.33392
O2025535,2025-05-31,C1066,consumer,vip,west,goteborg,electronics,mobile,card,affiliate,1,365.57,0.136,3,No,315.85248
O2025536,2025-12-26,C1064,consumer,vip,north,uppsala,electronics,mobile,card,paid search,2,374.95,0.168,3,Yes,623.9168
O2025538,2025-04-06,C1194,consumer,new,north,uppsala,electronics,laptop,card,direct,1,1038.1,0.026,6,No,1011.1093999999999
O2025539,2025-07-03,C1136,consumer,returning,west,halmstad,home,furniture,card,paid search,2,972.32,0.068,5,No,1812.40448
O2025540,2025-08-07,C1243,consumer,returning,east,linkoping,sports,outdoor,card,affiliate,1,277.58,0.145,4,No,237.33089999999999
O2025542,2025-11-22,C1082,consumer,returning,north,stockholm,beauty,makeup,card,paid search,1,59.29,0.08,4,No,54.546800000000005
O2025543,2025-01-10,C1072,consumer,new,north,vasteras,electronics,laptop,gift card,social,1,1388.17,0.096,2,No,1254.90568
O2025544,2025-09-21,C1113,small business,returning,south,lund,fashion,shoes,card,affiliate,1,133.78,0.098,4,No,120.66956
O2025545,2025-08-17,C1192,corporate,returning,west,goteborg,fashion,jackets,card,email,1,163.7,0.138,3,Yes,141.1094
O2025546,2025-06-14,C1065,small business,new,north,uppsala,fashion,jackets,swish,affiliate,2,147.45,0.17,1,Yes,244.76699999999997
O2025547,2025-12-01,C1155,corporate,new,south,helsingborg,home,kitchen,card,organic,1,101.67,0,3,No,101.67
O2025548,2025-08-07,C1200,consumer,returning,north,uppsala,electronics,laptop,card,direct,1,1064.57,0.051,2,No,1010.2769299999999
O2025549,2025-04-14,C1107,consumer,vip,south,malmo,electronics,laptop,swish,email,2,968.95,0.07,6,No,1802.247
O2025550,2025-08-04,C1069,consumer,returning,west,halmstad,fashion,jackets,card,paid search,1,102.78,0.101,2,No,92.39922
O2025551,2025-07-03,C1187,consumer,returning,north,vasteras,home,decor,card,paid search,1,87.04,0.04,4,No,83.5584
O2025552,2025-08-14,C1090,consumer,returning,west,goteborg,sports,outdoor,swish,paid search,1,181.99,0.043,2,No,174.16443
O2025553,2025-06-27,C1105,consumer,vip,west,halmstad,fashion,sportswear,gift card,paid search,2,80.99,0.155,4,Yes,136.8731
O2025554,2025-05-19,C1164,corporate,returning,east,linkoping,electronics,laptop,card,social,1,903.43,0,6,No,903.43
O2025557,2025-02-04,C1187,consumer,returning,north,vasteras,fashion,sportswear,gift card,organic,1,78.86,0.063,1,No,73.89182000000001
O2025558,2025-01-30,C1120,small business,new,north,stockholm,home,kitchen,card,organic,1,76.55,0.03,5,Yes,74.25349999999999
O2025559,2025-02-01,C1084,corporate,vip,east,linkoping,home,kitchen,swish,paid search,1,106.99,0.207,4,No,84.84307
O2025560,2025-07-08,C1036,consumer,new,north,stockholm,electronics,mobile,card,organic,1,516.16,0.024,4,No,503.77216
O2025561,2025-09-23,C1243,consumer,returning,east,linkoping,fashion,accessories,card,social,1,44.3,0.017,2,No,43.546899999999994
O2025562,2025-04-07,C1026,small business,returning,south,malmo,electronics,mobile,invoice,email,1,212.76,0.08,2,No,195.7392
O2025563,2025-08-25,C1212,corporate,new,south,malmo,sports,team sports,swish,social,1,53.95,0.099,4,No,48.60895000000001
O2025564,2025-12-27,C1023,consumer,returning,north,uppsala,sports,outdoor,card,paid search,2,238.72,0.1,3,No,429.696
O2025565,2025-02-09,C1080,consumer,new,north,stockholm,home,kitchen,swish,social,1,104.49,0.026,3,Yes,101.77326
O2025566,2025-09-21,C1227,consumer,new,north,stockholm,fashion,jackets,swish,email,1,273.55,0.03,4,No,265.3435
O2025567,2025-11-02,C1231,corporate,new,north,uppsala,beauty,makeup,card,paid search,1,30.69,0.015,1,No,30.22965
O2025568,2025-02-13,C1075,consumer,vip,north,stockholm,fashion,jackets,invoice,paid search,1,187.78,0.095,5,No,169.9409
O2025569,2025-09-26,C1201,consumer,returning,west,halmstad,home,lighting,card,affiliate,1,153.84,0.073,6,No,142.60968
O2025570,2025-12-14,C1011,small business,returning,east,linkoping,sports,team sports,card,paid search,1,96.5,0.072,3,No,89.552
O2025571,2025-01-27,C1066,consumer,vip,west,goteborg,fashion,sportswear,paypal,email,2,119.66,0.021,1,No,234.29428
O2025572,2025-10-18,C1134,consumer,returning,south,malmo,beauty,haircare,card,organic,1,21.34,0.054,3,No,20.18764
O2025573,2025-08-04,C1001,consumer,vip,west,halmstad,home,lighting,invoice,organic,1,143.61,0,1,No,143.61
O2025574,2025-12-20,C1240,consumer,returning,south,lund,fashion,jackets,paypal,social,1,169.12,0.04,2,No,162.3552
O2025575,2025-06-16,C1032,consumer,returning,north,uppsala,fashion,shoes,swish,direct,2,112.67,0.017,3,No,221.50922
O2025576,2025-02-07,C1255,consumer,returning,east,linkoping,home,lighting,card,direct,1,153.19,0.005,5,No,152.42405
O2025577,2025-01-28,C1099,consumer,returning,north,vasteras,electronics,tablet,card,organic,1,518.54,0,3,No,518.54
O2025578,2025-08-02,C1229,corporate,returning,north,stockholm,fashion,accessories,card,organic,2,43.61,0.025,1,No,85.0395
O2025579,2025-10-25,C1059,small business,new,south,malmo,electronics,laptop,card,affiliate,2,890.92,0.102,4,No,1600.09232
O2025580,2025-12-15,C1055,corporate,new,north,stockholm,home,kitchen,swish,affiliate,1,54.81,0.075,4,No,50.699250000000006
O2025581,2025-04-14,C1087,consumer,returning,west,halmstad,electronics,tablet,card,organic,1,412.88,0.01,4,No,408.7512
O2025582,2025-05-04,C1041,consumer,returning,south,lund,beauty,makeup,swish,paid search,1,41.43,0.06,3,No,38.944199999999995
O2025583,2025-11-20,C1059,small business,new,south,malmo,home,decor,gift card,email,2,133.89,0.146,7,No,228.68411999999998
O2025584,2025-01-03,C1113,small business,returning,south,lund,sports,outdoor,swish,email,1,166.35,0.089,1,No,151.54485
O2025585,2025-10-21,C1040,consumer,returning,east,linkoping,sports,fitness,card,social,1,140.66,0.048,6,No,133.90832
O2025586,2025-10-07,C1054,consumer,vip,north,stockholm,beauty,haircare,paypal,social,1,41.39,0.2,2,No,33.112
O2025587,2025-12-29,C1152,consumer,returning,north,vasteras,fashion,jackets,card,social,3,136.85,0.053,2,No,388.7908499999999
O2025588,2025-10-19,C1067,small business,returning,west,halmstad,fashion,accessories,gift card,organic,1,46.14,0.004,2,No,45.95544
O2025589,2025-11-03,C1113,small business,returning,south,lund,home,furniture,card,email,1,711.36,0.076,4,No,657.29664
O2025590,2025-01-25,C1179,consumer,returning,east,orebro,sports,cycling,swish,direct,3,698.9,0.016,5,Yes,2063.1528
O2025591,2025-07-16,C1255,consumer,returning,east,linkoping,home,decor,invoice,social,1,80.49,0.024,5,No,78.55824
O2025592,2025-07-18,C1140,small business,returning,west,halmstad,sports,team sports,invoice,organic,1,30.43,0.046,4,Yes,29.03022
O2025593,2025-04-11,C1190,small business,returning,east,norrkoping,electronics,mobile,card,organic,3,482.68,0,8,No,1448.04
O2025595,2025-11-05,C1002,small business,new,south,lund,fashion,shoes,invoice,affiliate,1,111.71,0.135,3,No,96.62915
O2025596,2025-05-24,C1236,small business,new,east,orebro,electronics,tablet,invoice,organic,2,671.53,0.015,6,No,1322.9141
O2025598,2025-07-15,C1159,consumer,returning,south,malmo,sports,fitness,paypal,direct,1,229,0.063,4,No,214.573
O2025599,2025-02-01,C1225,small business,returning,north,stockholm,home,furniture,gift card,social,2,724.76,0.026,2,No,1411.83248
O2025600,2025-05-26,C1167,small business,new,south,helsingborg,fashion,shoes,card,paid search,1,96.3,0.043,4,No,92.1591
O2025601,2025-11-17,C1060,small business,returning,north,vasteras,home,kitchen,paypal,organic,1,89.17,0.057,2,No,84.08731
O2025602,2025-03-16,C1012,small business,returning,south,helsingborg,sports,team sports,card,paid search,1,124.19,0.101,5,No,111.64681
O2025603,2025-06-07,C1093,small business,returning,west,boras,home,lighting,paypal,organic,1,97.44,0.023,5,No,95.19888
O2025604,2025-11-26,C1062,consumer,vip,south,helsingborg,fashion,shoes,card,email,1,172.68,0.103,3,No,154.89396000000002
O2025606,2025-09-16,C1109,small business,returning,south,helsingborg,electronics,mobile,card,direct,1,356.53,0.001,3,No,356.17346999999995
O2025607,2025-04-19,C1142,small business,returning,south,helsingborg,electronics,tablet,card,email,1,653.45,0.069,3,No,608.3619500000001
O2025608,2025-12-16,C1060,small business,returning,north,vasteras,electronics,tablet,card,email,1,392.05,0.043,1,No,375.19185
O2025610,2025-12-31,C1005,small business,returning,west,goteborg,fashion,sportswear,card,social,1,80.52,0.013,4,No,79.47323999999999
O2025611,2025-06-12,C1053,consumer,new,west,boras,fashion,shoes,invoice,email,1,77.02,0.033,4,No,74.47833999999999
O2025612,2025-02-05,C1140,small business,returning,west,boras,beauty,skincare,card,social,2,46.46,0.044,3,No,88.83152
O2025613,2025-06-23,C1093,small business,returning,west,boras,beauty,makeup,card,organic,2,64.97,0.057,2,No,122.53341999999999
O2025616,2025-07-28,C1071,consumer,returning,east,norrkoping,sports,cycling,invoice,email,1,509.81,0.049,4,No,484.82930999999996
O2025617,2025-05-14,C1236,small business,new,east,orebro,beauty,skincare,card,affiliate,2,44.22,0.097,4,Yes,79.86132
O2025618,2025-07-20,C1048,consumer,vip,north,uppsala,sports,team sports,card,social,1,86.6,0.121,3,Yes,76.1214
O2025619,2025-01-28,C1130,consumer,vip,south,lund,electronics,laptop,paypal,direct,1,460.02,0.162,6,No,385.49676
O2025620,2025-06-11,C1182,small business,returning,west,boras,sports,team sports,card,email,2,84.05,0.18,5,No,137.842
O2025621,2025-07-07,C1243,consumer,returning,east,linkoping,home,furniture,card,email,2,706.74,0,7,No,1413.48
O2025623,2025-07-05,C1124,consumer,new,north,vasteras,fashion,accessories,paypal,organic,1,63.53,0.022,3,No,62.13234
O2025624,2025-08-20,C1177,small business,returning,east,linkoping,home,decor,card,direct,2,79.88,0,4,No,159.76
O2025625,2025-04-28,C1255,consumer,returning,west,halmstad,beauty,makeup,card,organic,2,58.44,0.036,2,No,112.67231999999998
O2025626,2025-12-23,C1170,consumer,returning,south,malmo,home,decor,card,paid search,1,107.69,0.079,7,No,99.18249
O2025627,2025-11-06,C1083,consumer,vip,north,vasteras,beauty,makeup,paypal,social,2,39.26,0.16,2,No,65.9568
O2025628,2025-05-28,C1155,corporate,new,south,helsingborg,beauty,skincare,swish,direct,1,49.71,0.034,4,No,48.01986
O2025629,2025-07-07,C1111,corporate,returning,north,stockholm,sports,team sports,card,affiliate,1,90,0.181,5,No,73.71
O2025630,2025-07-20,C1083,consumer,vip,north,vasteras,electronics,headphones,paypal,direct,1,250.41,0.146,2,No,213.85013999999998
O2025631,2025-02-20,C1148,consumer,returning,east,norrkoping,fashion,accessories,gift card,paid search,1,45.12,0.108,2,Yes,40.24704
O2025632,2025-09-21,C1237,small business,returning,south,malmo,sports,cycling,card,email,1,750.18,0.052,4,No,711.1706399999999
O2025633,2025-09-11,C1253,consumer,new,north,uppsala,sports,fitness,invoice,organic,2,255.53,0.015,4,No,503.3941
O2025634,2025-09-11,C1243,consumer,returning,east,linkoping,fashion,sportswear,gift card,paid search,1,86.5,0.05,5,No,82.175
O2025636,2025-10-17,C1006,consumer,vip,east,orebro,fashion,jackets,card,organic,1,142.26,0.132,3,No,123.48168
O2025637,2025-09-03,C1077,consumer,new,north,stockholm,beauty,haircare,invoice,organic,1,20.44,0.078,3,No,18.84568
O2025638,2025-10-09,C1132,corporate,returning,west,boras,fashion,accessories,card,social,2,51.47,0.1,3,Yes,92.646
O2025640,2025-11-26,C1030,small business,returning,north,stockholm,fashion,jackets,card,email,2,140.65,0.118,3,No,248.10660000000001
O2025641,2025-02-25,C1000,small business,returning,east,linkoping,fashion,jackets,paypal,affiliate,1,203.51,0.087,6,No,185.80463
O2025642,2025-11-10,C1167,small business,new,south,helsingborg,sports,outdoor,card,affiliate,1,155.54,0.116,5,Yes,137.49736
O2025643,2025-11-09,C1075,consumer,vip,north,stockholm,home,kitchen,invoice,email,2,119.43,0.119,6,No,210.43566
O2025645,2025-02-03,C1136,consumer,returning,west,halmstad,home,decor,gift card,email,1,52.47,0.076,6,No,48.48228
O2025646,2025-12-26,C1062,consumer,vip,south,helsingborg,fashion,sportswear,card,social,1,85.32,0.119,3,No,75.16691999999999
O2025648,2025-10-16,C1034,small business,returning,west,boras,sports,cycling,swish,paid search,1,342.61,0.121,1,No,301.15419
O2025650,2025-06-13,C1178,consumer,vip,south,malmo,sports,outdoor,swish,social,1,180.19,0.044,4,No,172.26164
O2025653,2025-10-17,C1233,corporate,returning,west,halmstad,fashion,jackets,swish,paid search,1,138.69,0.056,4,No,130.92336
O2025654,2025-11-05,C1021,consumer,returning,north,stockholm,electronics,mobile,card,direct,1,450.79,0.021,2,No,441.32341
O2025655,2025-08-25,C1022,small business,returning,west,halmstad,home,furniture,invoice,social,1,641.41,0.031,1,No,621.5262899999999
O2025656,2025-11-28,C1099,consumer,returning,north,vasteras,fashion,shoes,invoice,email,3,78.33,0.189,2,No,190.57689
O2025657,2025-01-28,C1092,consumer,returning,east,norrkoping,beauty,skincare,card,direct,1,29.87,0.062,1,No,28.01806
O2025658,2025-10-13,C1254,small business,returning,east,orebro,electronics,tablet,swish,email,1,509.03,0.042,7,No,487.6507399999999
O2025659,2025-12-06,C1074,small business,new,east,linkoping,electronics,mobile,card,paid search,1,348.17,0.092,1,No,316.13836000000003
O2025660,2025-02-20,C1055,corporate,new,north,stockholm,electronics,mobile,card,paid search,1,442.35,0.086,3,No,404.3079
O2025663,2025-09-10,C1100,small business,new,west,goteborg,fashion,accessories,swish,direct,1,42.23,0.126,3,No,36.90902
O2025665,2025-12-22,C1086,consumer,returning,south,helsingborg,electronics,laptop,paypal,paid search,1,1314.94,0.076,5,No,1215.00456
O2025667,2025-08-02,C1062,consumer,vip,south,helsingborg,sports,outdoor,gift card,email,1,237.12,0.098,6,No,213.88224
O2025668,2025-05-01,C1187,consumer,returning,north,vasteras,beauty,makeup,invoice,email,1,28.32,0.086,3,No,25.88448
O2025669,2025-10-11,C1111,corporate,returning,north,stockholm,electronics,mobile,card,affiliate,1,467.46,0.138,5,No,402.95052
O2025670,2025-11-02,C1060,small business,returning,north,vasteras,sports,team sports,swish,direct,1,95.4,0,1,No,95.4
O2025671,2025-05-25,C1079,consumer,vip,east,linkoping,beauty,skincare,paypal,social,1,70.73,0.11,4,No,62.94970000000001
O2025672,2025-08-24,C1222,consumer,returning,east,linkoping,fashion,shoes,gift card,paid search,1,81.55,0.113,4,No,72.33485
O2025673,2025-07-09,C1254,small business,returning,east,orebro,electronics,headphones,swish,organic,1,217.29,0.025,4,No,211.85774999999998
O2025674,2025-08-13,C1060,small business,returning,north,vasteras,electronics,mobile,paypal,organic,1,664.65,0.083,3,No,609.48405
O2025675,2025-03-24,C1242,small business,new,east,linkoping,electronics,laptop,card,organic,1,1248.85,0,3,No,1248.85
O2025676,2025-10-01,C1144,consumer,returning,north,uppsala,beauty,makeup,invoice,direct,2,47.7,0,2,No,95.4
O2025678,2025-03-13,C1240,consumer,returning,south,lund,beauty,fragrance,card,paid search,1,90.69,0.063,2,No,84.97653
O2025680,2025-08-09,C1178,consumer,vip,south,malmo,fashion,accessories,card,organic,4,75.78,0.073,3,No,280.99224000000004
O2025681,2025-03-13,C1060,small business,returning,north,vasteras,home,kitchen,card,organic,1,146.35,0.109,3,No,130.39785
O2025682,2025-09-03,C1047,consumer,returning,east,norrkoping,fashion,shoes,swish,organic,1,115.12,0.036,4,No,110.97568
O2025683,2025-07-28,C1029,consumer,vip,west,halmstad,home,lighting,paypal,social,1,130.76,0.054,5,No,123.69895999999999
O2025684,2025-02-24,C1134,consumer,returning,south,malmo,electronics,laptop,card,direct,1,1148.5,0.008,4,No,1139.312
O2025685,2025-06-13,C1186,corporate,returning,north,uppsala,fashion,jackets,swish,direct,3,127.52,0.086,5,Yes,349.65984000000003
O2025686,2025-09-23,C1221,consumer,returning,west,halmstad,home,lighting,paypal,email,1,190.72,0.113,5,No,169.16864
O2025687,2025-10-24,C1040,consumer,returning,east,linkoping,fashion,shoes,invoice,direct,1,53.05,0.051,6,No,50.344449999999995
O2025688,2025-04-28,C1135,consumer,returning,north,stockholm,home,lighting,gift card,email,2,15.15,0.16,4,Yes,25.451999999999998
O2025689,2025-01-22,C1129,small business,new,south,lund,electronics,tablet,swish,organic,2,763.02,0.002,6,Yes,1522.98792
O2025691,2025-04-28,C1253,consumer,new,north,uppsala,home,decor,card,direct,1,147,0.089,2,No,133.917
O2025692,2025-05-16,C1028,consumer,vip,east,norrkoping,electronics,headphones,card,email,1,155.85,0.172,5,No,129.0438
O2025693,2025-09-29,C1002,small business,new,south,lund,home,lighting,swish,email,1,159.2,0.09,3,No,144.87199999999999
O2025694,2025-09-03,C1197,consumer,vip,north,uppsala,sports,team sports,paypal,direct,2,22.22,0.157,2,No,37.46292
O2025695,2025-12-27,C1053,consumer,new,west,boras,beauty,skincare,invoice,organic,1,68.59,0.019,2,No,67.28679
O2025696,2025-11-14,C1196,consumer,vip,west,boras,fashion,shoes,invoice,organic,2,85.93,0.055,2,No,162.4077
O2025697,2025-04-14,C1178,consumer,vip,south,malmo,electronics,mobile,swish,paid search,1,488.3,0.169,2,No,405.77729999999997
O2025698,2025-05-27,C1079,consumer,vip,east,linkoping,electronics,headphones,swish,direct,1,203.54,0.175,5,No,167.92049999999998
O2025699,2025-02-11,C1175,corporate,returning,west,halmstad,beauty,skincare,card,paid search,1,44.66,0.105,6,Yes,39.9707
O2025700,2025-02-28,C1079,consumer,vip,east,linkoping,electronics,tablet,card,organic,1,453.82,0.115,5,No,401.6307
O2025701,2025-03-12,C1217,small business,new,north,uppsala,fashion,accessories,card,email,1,20.8,0.092,1,No,18.886400000000002
O2025702,2025-07-01,C1147,consumer,returning,west,boras,sports,outdoor,card,social,1,309.48,0.084,2,No,283.48368000000005
O2025703,2025-11-15,C1255,consumer,returning,east,linkoping,fashion,accessories,swish,direct,1,52.46,0.026,3,No,51.09604
O2025704,2025-03-03,C1177,small business,returning,east,linkoping,fashion,accessories,swish,organic,1,53.88,0.056,3,No,50.86272
O2025705,2025-01-21,C1024,consumer,new,west,halmstad,beauty,haircare,swish,paid search,3,56.32,0.099,1,No,152.23296000000002
O2025706,2025-08-28,C1045,small business,returning,east,linkoping,fashion,sportswear,paypal,affiliate,2,81.71,0.125,4,No,142.99249999999998
O2025707,2025-10-06,C1002,small business,new,south,lund,beauty,makeup,card,social,1,41.82,0.002,2,Yes,41.73636
O2025709,2025-01-29,C1092,consumer,returning,east,norrkoping,fashion,sportswear,card,paid search,1,91,0.011,4,No,89.999
O2025710,2025-10-17,C1006,consumer,vip,east,orebro,home,decor,card,affiliate,1,77.32,0.156,6,No,65.25807999999999
O2025711,2025-10-17,C1097,consumer,vip,east,orebro,beauty,fragrance,card,social,1,98.18,0.087,5,No,89.63834000000001
O2025712,2025-11-24,C1157,consumer,new,north,uppsala,electronics,mobile,swish,organic,1,411.26,0.022,5,No,402.21227999999996
O2025713,2025-11-30,C1088,consumer,new,south,malmo,home,kitchen,invoice,email,2,63.46,0.101,3,No,114.10108000000001
O2025714,2025-01-04,C1146,corporate,new,north,uppsala,electronics,tablet,gift card,email,1,209.21,0.142,3,No,179.50218
O2025715,2025-07-20,C1009,consumer,returning,south,helsingborg,sports,team sports,card,organic,1,88.44,0.075,2,No,81.807
O2025716,2025-10-24,C1028,consumer,vip,east,norrkoping,electronics,mobile,gift card,email,1,408.46,0.176,5,No,336.57104
O2025718,2025-11-15,C1191,consumer,new,west,goteborg,beauty,fragrance,card,organic,1,121.16,0.007,3,No,120.31188
O2025719,2025-04-22,C1215,consumer,returning,north,stockholm,fashion,accessories,gift card,email,3,37.11,0.127,2,No,97.19109
O2025720,2025-04-13,C1161,small business,returning,west,boras,fashion,shoes,card,affiliate,1,110.97,0.094,5,No,100.53882
O2025721,2025-05-12,C1250,corporate,returning,north,uppsala,electronics,headphones,swish,organic,2,206.91,0.01,3,No,409.6818
O2025722,2025-01-23,C1106,consumer,returning,north,stockholm,electronics,mobile,card,email,3,512.46,0.076,4,No,1420.5391200000001
O2025723,2025-04-20,C1048,consumer,vip,north,uppsala,electronics,headphones,swish,paid search,1,174.74,0.081,2,No,160.58606
O2025724,2025-03-07,C1156,consumer,new,west,goteborg,sports,cycling,card,direct,1,737.59,0.088,3,No,672.68208
O2025725,2025-05-06,C1098,small business,returning,west,halmstad,electronics,mobile,invoice,email,1,429.53,0.09,4,No,390.8723
O2025726,2025-03-21,C1014,consumer,new,north,vasteras,home,lighting,swish,paid search,1,226.82,0.105,5,No,203.0039
O2025727,2025-05-19,C1107,consumer,vip,south,malmo,electronics,mobile,card,paid search,1,358.86,0.106,5,No,320.82084000000003
O2025729,2025-06-22,C1189,consumer,new,south,helsingborg,sports,team sports,swish,social,2,101.15,0.122,2,Yes,177.6194
O2025730,2025-10-11,C1105,consumer,vip,west,halmstad,electronics,tablet,card,email,2,561.87,0.102,3,No,1009.11852
O2025732,2025-02-11,C1146,corporate,new,south,malmo,sports,outdoor,card,organic,2,87.14,0,3,No,174.28
O2025733,2025-02-17,C1258,consumer,vip,west,halmstad,fashion,shoes,paypal,paid search,2,110.12,0.093,2,No,199.75768000000002
O2025734,2025-12-14,C1094,consumer,returning,north,uppsala,fashion,accessories,invoice,email,1,42.08,0.144,3,No,36.02048
O2025735,2025-05-19,C1105,consumer,vip,west,halmstad,electronics,mobile,swish,email,1,565.28,0.077,3,No,521.75344
O2025736,2025-07-09,C1187,consumer,returning,north,vasteras,sports,fitness,card,email,1,385.87,0.082,4,No,354.22866
O2025737,2025-10-30,C1003,corporate,returning,east,norrkoping,sports,fitness,gift card,affiliate,1,200.53,0.073,4,Yes,185.89131
O2025738,2025-04-09,C1251,small business,returning,west,boras,sports,fitness,paypal,affiliate,1,154.8,0.039,1,No,148.7628
O2025741,2025-08-05,C1252,corporate,returning,north,uppsala,fashion,shoes,paypal,direct,1,138.91,0.086,1,No,126.96374
O2025743,2025-11-12,C1257,consumer,returning,north,uppsala,sports,team sports,card,direct,3,89.37,0.071,2,No,249.07419000000002
O2025744,2025-11-06,C1101,consumer,returning,west,boras,fashion,jackets,card,organic,1,222.39,0.049,4,No,211.49289
O2025747,2025-04-03,C1103,consumer,new,north,vasteras,home,furniture,card,direct,1,883.04,0.03,5,No,856.5487999999999
O2025748,2025-12-23,C1228,small business,returning,west,halmstad,electronics,laptop,card,social,1,1381.75,0,3,No,1381.75
O2025749,2025-06-29,C1215,consumer,returning,west,halmstad,sports,cycling,card,organic,1,726.49,0.025,4,No,708.32775
O2025750,2025-10-02,C1022,small business,returning,west,halmstad,sports,fitness,card,organic,1,291.31,0.088,1,No,265.67472000000004
O2025751,2025-11-07,C1095,corporate,new,west,halmstad,fashion,accessories,card,paid search,1,41.76,0.043,1,No,39.964319999999994
O2025753,2025-06-21,C1138,consumer,new,south,lund,beauty,fragrance,paypal,paid search,1,85.64,0.069,4,No,79.73084
O2025754,2025-11-15,C1204,small business,new,west,goteborg,electronics,tablet,invoice,email,1,627.5,0.008,2,No,622.48
O2025755,2025-09-22,C1187,consumer,returning,north,vasteras,fashion,jackets,card,organic,1,60.49,0.119,2,No,53.29169
O2025756,2025-02-25,C1043,corporate,new,west,halmstad,home,decor,swish,email,1,120.45,0.059,6,Yes,113.34345
O2025758,2025-07-03,C1073,small business,new,north,vasteras,electronics,mobile,card,organic,2,472.61,0.027,4,No,919.69906
O2025759,2025-05-22,C1076,consumer,new,north,uppsala,fashion,jackets,card,paid search,2,245.99,0.078,5,Yes,453.60556
O2025760,2025-11-14,C1142,small business,returning,south,helsingborg,electronics,headphones,gift card,email,1,168.56,0.2,3,No,134.848
O2025761,2025-06-13,C1162,consumer,returning,south,helsingborg,home,decor,swish,paid search,3,95.55,0.048,5,No,272.89079999999996
O2025762,2025-12-06,C1006,consumer,vip,south,lund,home,lighting,paypal,email,2,198.07,0.155,2,Yes,334.7383
O2025763,2025-11-28,C1028,consumer,vip,east,norrkoping,home,decor,card,email,1,43.75,0.045,6,Yes,41.78125
O2025764,2025-08-10,C1100,small business,new,west,goteborg,sports,cycling,gift card,social,2,900.56,0.056,5,No,1700.2572799999998
O2025765,2025-07-21,C1238,small business,returning,west,goteborg,sports,outdoor,swish,paid search,1,109.65,0.011,5,No,108.44385
O2025767,2025-11-08,C1030,small business,returning,north,stockholm,electronics,mobile,card,paid search,1,258.05,0.045,3,No,246.43775
O2025768,2025-02-03,C1021,consumer,returning,north,stockholm,fashion,shoes,card,direct,1,90.79,0.033,4,No,87.79393
O2025769,2025-07-29,C1189,consumer,new,south,helsingborg,electronics,headphones,card,direct,2,173.37,0,2,No,346.74
O2025770,2025-06-13,C1105,consumer,vip,west,halmstad,fashion,sportswear,gift card,social,1,76.01,0.043,2,No,72.74157
O2025771,2025-06-22,C1249,corporate,returning,west,goteborg,fashion,jackets,card,social,2,115.26,0.076,4,No,213.00048
